n,Length to reach n,check
4133,158,True
4134,158,True
4135,96,True
4136,127,True
4137,96,True
4138,127,True
4139,158,True
4140,127,True
4141,127,True
4142,127,True
4143,65,True
4144,127,True
4145,39,True
4146,39,True
4147,39,True
4148,127,True
4149,127,True
4150,96,True
4151,96,True
4152,65,True
4153,65,True
4154,65,True
4155,65,True
4156,65,True
4157,65,True
4158,52,True
4159,52,True
4160,34,True
4161,65,True
4162,65,True
4163,65,True
4164,127,True
4165,127,True
4166,127,True
4167,114,True
4168,127,True
4169,158,True
4170,127,True
4171,127,True
4172,127,True
4173,127,True
4174,114,True
4175,114,True
4176,34,True
4177,127,True
4178,65,True
4179,65,True
4180,34,True
4181,34,True
4182,39,True
4183,39,True
4184,127,True
4185,39,True
4186,127,True
4187,65,True
4188,127,True
4189,127,True
4190,109,True
4191,109,True
4192,34,True
4193,65,True
4194,65,True
4195,65,True
4196,65,True
4197,65,True
4198,65,True
4199,65,True
4200,34,True
4201,65,True
4202,34,True
4203,65,True
4204,96,True
4205,96,True
4206,96,True
4207,109,True
4208,83,True
4209,34,True
4210,127,True
4211,127,True
4212,83,True
4213,83,True
4214,158,True
4215,158,True
4216,83,True
4217,57,True
4218,83,True
4219,158,True
4220,171,True
4221,171,True
4222,171,True
4223,158,True
4224,34,True
4225,57,True
4226,83,True
4227,83,True
4228,83,True
4229,83,True
4230,83,True
4231,39,True
4232,34,True
4233,202,True
4234,34,True
4235,57,True
4236,34,True
4237,34,True
4238,83,True
4239,83,True
4240,127,True
4241,109,True
4242,109,True
4243,109,True
4244,127,True
4245,127,True
4246,34,True
4247,34,True
4248,127,True
4249,127,True
4250,127,True
4251,83,True
4252,78,True
4253,78,True
4254,78,True
4255,202,True
4256,34,True
4257,39,True
4258,127,True
4259,127,True
4260,78,True
4261,78,True
4262,78,True
4263,127,True
4264,34,True
4265,171,True
4266,34,True
4267,127,True
4268,65,True
4269,65,True
4270,65,True
4271,171,True
4272,26,True
4273,65,True
4274,65,True
4275,65,True
4276,26,True
4277,26,True
4278,78,True
4279,78,True
4280,26,True
4281,127,True
4282,26,True
4283,127,True
4284,171,True
4285,171,True
4286,171,True
4287,127,True
4288,34,True
4289,78,True
4290,78,True
4291,78,True
4292,26,True
4293,26,True
4294,26,True
4295,78,True
4296,26,True
4297,26,True
4298,26,True
4299,65,True
4300,26,True
4301,26,True
4302,109,True
4303,109,True
4304,34,True
4305,78,True
4306,78,True
4307,78,True
4308,34,True
4309,34,True
4310,171,True
4311,171,True
4312,52,True
4313,52,True
4314,52,True
4315,127,True
4316,52,True
4317,52,True
4318,127,True
4319,127,True
4320,47,True
4321,171,True
4322,34,True
4323,34,True
4324,140,True
4325,140,True
4326,140,True
4327,171,True
4328,47,True
4329,52,True
4330,47,True
4331,127,True
4332,140,True
4333,140,True
4334,140,True
4335,65,True
4336,47,True
4337,47,True
4338,78,True
4339,78,True
4340,47,True
4341,47,True
4342,52,True
4343,52,True
4344,140,True
4345,52,True
4346,140,True
4347,184,True
4348,140,True
4349,140,True
4350,78,True
4351,78,True
4352,21,True
4353,140,True
4354,140,True
4355,140,True
4356,47,True
4357,47,True
4358,47,True
4359,171,True
4360,47,True
4361,140,True
4362,47,True
4363,140,True
4364,47,True
4365,47,True
4366,140,True
4367,140,True
4368,34,True
4369,47,True
4370,109,True
4371,109,True
4372,34,True
4373,34,True
4374,78,True
4375,78,True
4376,34,True
4377,78,True
4378,34,True
4379,215,True
4380,78,True
4381,78,True
4382,78,True
4383,78,True
4384,96,True
4385,140,True
4386,140,True
4387,140,True
4388,140,True
4389,140,True
4390,140,True
4391,171,True
4392,96,True
4393,140,True
4394,96,True
4395,127,True
4396,34,True
4397,34,True
4398,34,True
4399,101,True
4400,96,True
4401,140,True
4402,140,True
4403,140,True
4404,96,True
4405,96,True
4406,52,True
4407,52,True
4408,47,True
4409,78,True
4410,47,True
4411,47,True
4412,47,True
4413,47,True
4414,171,True
4415,171,True
4416,21,True
4417,96,True
4418,78,True
4419,78,True
4420,96,True
4421,96,True
4422,96,True
4423,78,True
4424,140,True
4425,47,True
4426,140,True
4427,96,True
4428,140,True
4429,140,True
4430,122,True
4431,122,True
4432,21,True
4433,140,True
4434,78,True
4435,78,True
4436,21,True
4437,21,True
4438,96,True
4439,96,True
4440,34,True
4441,184,True
4442,34,True
4443,96,True
4444,34,True
4445,34,True
4446,184,True
4447,184,True
4448,47,True
4449,70,True
4450,140,True
4451,140,True
4452,140,True
4453,140,True
4454,140,True
4455,96,True
4456,47,True
4457,47,True
4458,47,True
4459,47,True
4460,96,True
4461,96,True
4462,96,True
4463,47,True
4464,47,True
4465,47,True
4466,140,True
4467,140,True
4468,47,True
4469,47,True
4470,47,True
4471,47,True
4472,91,True
4473,96,True
4474,91,True
4475,140,True
4476,91,True
4477,91,True
4478,140,True
4479,140,True
4480,21,True
4481,47,True
4482,47,True
4483,47,True
4484,47,True
4485,47,True
4486,47,True
4487,47,True
4488,47,True
4489,91,True
4490,47,True
4491,184,True
4492,47,True
4493,47,True
4494,78,True
4495,78,True
4496,47,True
4497,47,True
4498,47,True
4499,47,True
4500,47,True
4501,47,True
4502,39,True
4503,39,True
4504,47,True
4505,39,True
4506,47,True
4507,91,True
4508,140,True
4509,140,True
4510,140,True
4511,153,True
4512,21,True
4513,184,True
4514,39,True
4515,39,True
4516,39,True
4517,39,True
4518,39,True
4519,91,True
4520,21,True
4521,184,True
4522,21,True
4523,91,True
4524,39,True
4525,39,True
4526,39,True
4527,39,True
4528,65,True
4529,65,True
4530,65,True
4531,65,True
4532,65,True
4533,65,True
4534,91,True
4535,91,True
4536,65,True
4537,65,True
4538,65,True
4539,184,True
4540,65,True
4541,65,True
4542,65,True
4543,184,True
4544,109,True
4545,140,True
4546,140,True
4547,140,True
4548,21,True
4549,21,True
4550,21,True
4551,184,True
4552,60,True
4553,153,True
4554,60,True
4555,60,True
4556,60,True
4557,60,True
4558,153,True
4559,153,True
4560,109,True
4561,60,True
4562,153,True
4563,153,True
4564,109,True
4565,109,True
4566,60,True
4567,60,True
4568,34,True
4569,34,True
4570,34,True
4571,60,True
4572,34,True
4573,34,True
4574,122,True
4575,122,True
4576,109,True
4577,153,True
4578,109,True
4579,109,True
4580,153,True
4581,153,True
4582,153,True
4583,91,True
4584,109,True
4585,153,True
4586,109,True
4587,122,True
4588,60,True
4589,60,True
4590,60,True
4591,171,True
4592,47,True
4593,109,True
4594,60,True
4595,60,True
4596,47,True
4597,47,True
4598,153,True
4599,153,True
4600,47,True
4601,60,True
4602,47,True
4603,122,True
4604,60,True
4605,60,True
4606,60,True
4607,153,True
4608,29,True
4609,47,True
4610,109,True
4611,109,True
4612,153,True
4613,153,True
4614,153,True
4615,91,True
4616,34,True
4617,109,True
4618,34,True
4619,153,True
4620,34,True
4621,34,True
4622,153,True
4623,153,True
4624,34,True
4625,34,True
4626,109,True
4627,109,True
4628,34,True
4629,34,True
4630,109,True
4631,109,True
4632,34,True
4633,109,True
4634,34,True
4635,91,True
4636,60,True
4637,60,True
4638,60,True
4639,91,True
4640,122,True
4641,60,True
4642,34,True
4643,34,True
4644,184,True
4645,184,True
4646,184,True
4647,60,True
4648,122,True
4649,135,True
4650,122,True
4651,34,True
4652,153,True
4653,153,True
4654,153,True
4655,91,True
4656,122,True
4657,153,True
4658,153,True
4659,153,True
4660,122,True
4661,122,True
4662,109,True
4663,109,True
4664,34,True
4665,135,True
4666,34,True
4667,34,True
4668,34,True
4669,34,True
4670,91,True
4671,91,True
4672,122,True
4673,60,True
4674,60,True
4675,60,True
4676,60,True
4677,60,True
4678,60,True
4679,47,True
4680,60,True
4681,47,True
4682,60,True
4683,60,True
4684,60,True
4685,60,True
4686,153,True
4687,153,True
4688,122,True
4689,153,True
4690,153,True
4691,153,True
4692,122,True
4693,122,True
4694,109,True
4695,109,True
4696,122,True
4697,109,True
4698,122,True
4699,83,True
4700,122,True
4701,122,True
4702,60,True
4703,60,True
4704,122,True
4705,60,True
4706,34,True
4707,34,True
4708,34,True
4709,34,True
4710,34,True
4711,60,True
4712,122,True
4713,153,True
4714,122,True
4715,104,True
4716,60,True
4717,60,True
4718,60,True
4719,104,True
4720,60,True
4721,122,True
4722,60,True
4723,60,True
4724,60,True
4725,60,True
4726,60,True
4727,60,True
4728,60,True
4729,60,True
4730,60,True
4731,60,True
4732,91,True
4733,91,True
4734,91,True
4735,153,True
4736,29,True
4737,60,True
4738,122,True
4739,122,True
4740,153,True
4741,153,True
4742,153,True
4743,60,True
4744,78,True
4745,52,True
4746,78,True
4747,153,True
4748,78,True
4749,78,True
4750,166,True
4751,166,True
4752,78,True
4753,52,True
4754,52,True
4755,52,True
4756,78,True
4757,78,True
4758,78,True
4759,78,True
4760,78,True
4761,34,True
4762,78,True
4763,197,True
4764,52,True
4765,52,True
4766,52,True
4767,104,True
4768,29,True
4769,78,True
4770,104,True
4771,104,True
4772,104,True
4773,104,True
4774,104,True
4775,60,True
4776,29,True
4777,104,True
4778,29,True
4779,78,True
4780,122,True
4781,122,True
4782,122,True
4783,78,True
4784,122,True
4785,73,True
4786,73,True
4787,73,True
4788,122,True
4789,122,True
4790,34,True
4791,34,True
4792,122,True
4793,73,True
4794,122,True
4795,166,True
4796,73,True
4797,73,True
4798,73,True
4799,166,True
4800,21,True
4801,122,True
4802,166,True
4803,166,True
4804,60,True
4805,60,True
4806,60,True
4807,122,True
4808,60,True
4809,47,True
4810,60,True
4811,47,True
4812,60,True
4813,60,True
4814,73,True
4815,73,True
4816,21,True
4817,122,True
4818,122,True
4819,122,True
4820,21,True
4821,21,True
4822,166,True
4823,166,True
4824,73,True
4825,60,True
4826,73,True
4827,104,True
4828,73,True
4829,73,True
4830,122,True
4831,122,True
4832,21,True
4833,73,True
4834,21,True
4835,21,True
4836,60,True
4837,60,True
4838,60,True
4839,166,True
4840,21,True
4841,104,True
4842,21,True
4843,166,True
4844,73,True
4845,73,True
4846,73,True
4847,166,True
4848,47,True
4849,21,True
4850,166,True
4851,166,True
4852,47,True
4853,47,True
4854,122,True
4855,122,True
4856,47,True
4857,166,True
4858,47,True
4859,122,True
4860,166,True
4861,166,True
4862,166,True
4863,91,True
4864,29,True
4865,47,True
4866,47,True
4867,47,True
4868,135,True
4869,135,True
4870,135,True
4871,47,True
4872,135,True
4873,122,True
4874,135,True
4875,122,True
4876,135,True
4877,135,True
4878,135,True
4879,135,True
4880,42,True
4881,135,True
4882,73,True
4883,73,True
4884,42,True
4885,42,True
4886,47,True
4887,47,True
4888,42,True
4889,47,True
4890,42,True
4891,179,True
4892,135,True
4893,135,True
4894,135,True
4895,73,True
4896,42,True
4897,166,True
4898,135,True
4899,135,True
4900,135,True
4901,135,True
4902,135,True
4903,104,True
4904,42,True
4905,166,True
4906,42,True
4907,135,True
4908,135,True
4909,135,True
4910,135,True
4911,122,True
4912,42,True
4913,135,True
4914,135,True
4915,135,True
4916,42,True
4917,42,True
4918,104,True
4919,104,True
4920,73,True
4921,73,True
4922,73,True
4923,73,True
4924,73,True
4925,73,True
4926,210,True
4927,210,True
4928,29,True
4929,42,True
4930,73,True
4931,73,True
4932,135,True
4933,135,True
4934,135,True
4935,197,True
4936,135,True
4937,135,True
4938,135,True
4939,135,True
4940,135,True
4941,135,True
4942,135,True
4943,135,True
4944,29,True
4945,122,True
4946,122,True
4947,122,True
4948,29,True
4949,29,True
4950,73,True
4951,73,True
4952,135,True
4953,42,True
4954,135,True
4955,73,True
4956,135,True
4957,135,True
4958,47,True
4959,47,True
4960,91,True
4961,73,True
4962,42,True
4963,42,True
4964,42,True
4965,42,True
4966,42,True
4967,166,True
4968,91,True
4969,73,True
4970,91,True
4971,73,True
4972,73,True
4973,73,True
4974,73,True
4975,73,True
4976,91,True
4977,91,True
4978,42,True
4979,42,True
4980,91,True
4981,91,True
4982,104,True
4983,104,True
4984,135,True
4985,117,True
4986,135,True
4987,166,True
4988,135,True
4989,135,True
4990,73,True
4991,73,True
4992,42,True
4993,166,True
4994,91,True
4995,91,True
4996,179,True
4997,179,True
4998,179,True
4999,91,True
5000,29,True
5001,65,True
5002,29,True
5003,179,True
5004,29,True
5005,29,True
5006,65,True
5007,65,True
5008,135,True
5009,91,True
5010,91,True
5011,91,True
5012,135,True
5013,135,True
5014,42,True
5015,42,True
5016,135,True
5017,42,True
5018,135,True
5019,65,True
5020,91,True
5021,91,True
5022,91,True
5023,91,True
5024,42,True
5025,117,True
5026,135,True
5027,135,True
5028,42,True
5029,42,True
5030,42,True
5031,117,True
5032,42,True
5033,91,True
5034,42,True
5035,135,True
5036,86,True
5037,86,True
5038,86,True
5039,135,True
5040,42,True
5041,42,True
5042,42,True
5043,42,True
5044,42,True
5045,42,True
5046,135,True
5047,135,True
5048,42,True
5049,86,True
5050,42,True
5051,86,True
5052,179,True
5053,179,True
5054,179,True
5055,86,True
5056,42,True
5057,73,True
5058,73,True
5059,73,True
5060,42,True
5061,42,True
5062,42,True
5063,135,True
5064,34,True
5065,73,True
5066,34,True
5067,34,True
5068,34,True
5069,34,True
5070,86,True
5071,86,True
5072,42,True
5073,34,True
5074,135,True
5075,135,True
5076,42,True
5077,42,True
5078,179,True
5079,179,True
5080,34,True
5081,42,True
5082,34,True
5083,86,True
5084,34,True
5085,34,True
5086,179,True
5087,179,True
5088,60,True
5089,86,True
5090,42,True
5091,42,True
5092,34,True
5093,34,True
5094,34,True
5095,73,True
5096,60,True
5097,179,True
5098,60,True
5099,117,True
5100,86,True
5101,86,True
5102,86,True
5103,86,True
5104,60,True
5105,60,True
5106,179,True
5107,179,True
5108,60,True
5109,60,True
5110,60,True
5111,60,True
5112,135,True
5113,135,True
5114,135,True
5115,60,True
5116,135,True
5117,135,True
5118,117,True
5119,117,True
5120,16,True
5121,42,True
5122,148,True
5123,148,True
5124,55,True
5125,55,True
5126,55,True
5127,148,True
5128,55,True
5129,148,True
5130,55,True
5131,55,True
5132,55,True
5133,55,True
5134,148,True
5135,148,True
5136,29,True
5137,55,True
5138,55,True
5139,55,True
5140,29,True
5141,29,True
5142,55,True
5143,55,True
5144,29,True
5145,60,True
5146,29,True
5147,117,True
5148,148,True
5149,148,True
5150,148,True
5151,91,True
5152,104,True
5153,148,True
5154,29,True
5155,29,True
5156,148,True
5157,148,True
5158,148,True
5159,148,True
5160,104,True
5161,117,True
5162,104,True
5163,55,True
5164,55,True
5165,55,True
5166,55,True
5167,179,True
5168,104,True
5169,55,True
5170,55,True
5171,55,True
5172,104,True
5173,104,True
5174,148,True
5175,148,True
5176,42,True
5177,55,True
5178,42,True
5179,117,True
5180,42,True
5181,42,True
5182,55,True
5183,55,True
5184,29,True
5185,42,True
5186,42,True
5187,42,True
5188,104,True
5189,104,True
5190,104,True
5191,73,True
5192,148,True
5193,86,True
5194,148,True
5195,104,True
5196,148,True
5197,148,True
5198,148,True
5199,148,True
5200,29,True
5201,148,True
5202,179,True
5203,179,True
5204,29,True
5205,29,True
5206,104,True
5207,104,True
5208,104,True
5209,42,True
5210,104,True
5211,135,True
5212,104,True
5213,104,True
5214,86,True
5215,86,True
5216,29,True
5217,148,True
5218,55,True
5219,55,True
5220,55,True
5221,55,True
5222,55,True
5223,60,True
5224,29,True
5225,86,True
5226,29,True
5227,55,True
5228,179,True
5229,179,True
5230,179,True
5231,130,True
5232,148,True
5233,29,True
5234,86,True
5235,86,True
5236,148,True
5237,148,True
5238,104,True
5239,104,True
5240,148,True
5241,86,True
5242,148,True
5243,55,True
5244,104,True
5245,104,True
5246,104,True
5247,86,True
5248,117,True
5249,130,True
5250,29,True
5251,29,True
5252,29,True
5253,29,True
5254,29,True
5255,86,True
5256,55,True
5257,179,True
5258,55,True
5259,104,True
5260,55,True
5261,55,True
5262,192,True
5263,192,True
5264,55,True
5265,42,True
5266,42,True
5267,42,True
5268,55,True
5269,55,True
5270,55,True
5271,55,True
5272,55,True
5273,148,True
5274,55,True
5275,104,True
5276,148,True
5277,148,True
5278,148,True
5279,78,True
5280,117,True
5281,55,True
5282,104,True
5283,104,True
5284,104,True
5285,104,True
5286,104,True
5287,78,True
5288,117,True
5289,55,True
5290,117,True
5291,55,True
5292,55,True
5293,55,True
5294,55,True
5295,148,True
5296,29,True
5297,99,True
5298,99,True
5299,99,True
5300,29,True
5301,29,True
5302,148,True
5303,148,True
5304,29,True
5305,99,True
5306,29,True
5307,148,True
5308,55,True
5309,55,True
5310,55,True
5311,99,True
5312,117,True
5313,55,True
5314,55,True
5315,55,True
5316,55,True
5317,55,True
5318,55,True
5319,55,True
5320,55,True
5321,55,True
5322,55,True
5323,55,True
5324,55,True
5325,55,True
5326,86,True
5327,86,True
5328,117,True
5329,55,True
5330,55,True
5331,55,True
5332,117,True
5333,117,True
5334,47,True
5335,47,True
5336,148,True
5337,55,True
5338,148,True
5339,47,True
5340,148,True
5341,148,True
5342,47,True
5343,47,True
5344,73,True
5345,161,True
5346,117,True
5347,117,True
5348,47,True
5349,47,True
5350,47,True
5351,192,True
5352,73,True
5353,47,True
5354,73,True
5355,99,True
5356,29,True
5357,29,True
5358,29,True
5359,192,True
5360,73,True
5361,73,True
5362,47,True
5363,47,True
5364,73,True
5365,73,True
5366,73,True
5367,73,True
5368,99,True
5369,73,True
5370,99,True
5371,130,True
5372,99,True
5373,99,True
5374,99,True
5375,99,True
5376,16,True
5377,73,True
5378,73,True
5379,73,True
5380,117,True
5381,117,True
5382,117,True
5383,73,True
5384,68,True
5385,148,True
5386,68,True
5387,148,True
5388,68,True
5389,68,True
5390,29,True
5391,29,True
5392,117,True
5393,68,True
5394,161,True
5395,161,True
5396,117,True
5397,117,True
5398,68,True
5399,68,True
5400,117,True
5401,161,True
5402,117,True
5403,73,True
5404,161,True
5405,161,True
5406,161,True
5407,68,True
5408,55,True
5409,117,True
5410,42,True
5411,42,True
5412,42,True
5413,42,True
5414,42,True
5415,42,True
5416,55,True
5417,68,True
5418,55,True
5419,42,True
5420,117,True
5421,117,True
5422,117,True
5423,68,True
5424,55,True
5425,161,True
5426,161,True
5427,161,True
5428,55,True
5429,55,True
5430,99,True
5431,99,True
5432,68,True
5433,161,True
5434,68,True
5435,117,True
5436,68,True
5437,68,True
5438,68,True
5439,68,True
5440,16,True
5441,55,True
5442,68,True
5443,68,True
5444,55,True
5445,55,True
5446,55,True
5447,99,True
5448,68,True
5449,161,True
5450,68,True
5451,55,True
5452,68,True
5453,68,True
5454,130,True
5455,130,True
5456,16,True
5457,68,True
5458,161,True
5459,161,True
5460,16,True
5461,16,True
5462,117,True
5463,117,True
5464,42,True
5465,161,True
5466,42,True
5467,117,True
5468,42,True
5469,42,True
5470,161,True
5471,161,True
5472,130,True
5473,161,True
5474,42,True
5475,42,True
5476,42,True
5477,42,True
5478,42,True
5479,192,True
5480,130,True
5481,42,True
5482,130,True
5483,117,True
5484,117,True
5485,117,True
5486,117,True
5487,55,True
5488,130,True
5489,130,True
5490,42,True
5491,42,True
5492,130,True
5493,130,True
5494,68,True
5495,68,True
5496,42,True
5497,99,True
5498,42,True
5499,68,True
5500,42,True
5501,42,True
5502,174,True
5503,174,True
5504,37,True
5505,192,True
5506,130,True
5507,130,True
5508,161,True
5509,161,True
5510,161,True
5511,130,True
5512,130,True
5513,99,True
5514,130,True
5515,161,True
5516,130,True
5517,130,True
5518,161,True
5519,161,True
5520,130,True
5521,130,True
5522,130,True
5523,130,True
5524,130,True
5525,130,True
5526,42,True
5527,42,True
5528,130,True
5529,42,True
5530,130,True
5531,42,True
5532,99,True
5533,99,True
5534,99,True
5535,130,True
5536,37,True
5537,68,True
5538,68,True
5539,68,True
5540,68,True
5541,68,True
5542,68,True
5543,205,True
5544,37,True
5545,55,True
5546,37,True
5547,55,True
5548,68,True
5549,68,True
5550,68,True
5551,68,True
5552,130,True
5553,130,True
5554,130,True
5555,130,True
5556,130,True
5557,130,True
5558,161,True
5559,161,True
5560,130,True
5561,130,True
5562,130,True
5563,117,True
5564,117,True
5565,117,True
5566,117,True
5567,236,True
5568,37,True
5569,130,True
5570,68,True
5571,68,True
5572,37,True
5573,37,True
5574,37,True
5575,68,True
5576,130,True
5577,42,True
5578,130,True
5579,42,True
5580,130,True
5581,130,True
5582,68,True
5583,68,True
5584,37,True
5585,130,True
5586,112,True
5587,112,True
5588,37,True
5589,37,True
5590,68,True
5591,68,True
5592,68,True
5593,68,True
5594,68,True
5595,130,True
5596,68,True
5597,68,True
5598,68,True
5599,68,True
5600,86,True
5601,68,True
5602,37,True
5603,37,True
5604,99,True
5605,99,True
5606,99,True
5607,68,True
5608,86,True
5609,112,True
5610,86,True
5611,161,True
5612,130,True
5613,130,True
5614,130,True
5615,68,True
5616,86,True
5617,86,True
5618,161,True
5619,161,True
5620,86,True
5621,86,True
5622,60,True
5623,60,True
5624,174,True
5625,161,True
5626,174,True
5627,60,True
5628,174,True
5629,174,True
5630,161,True
5631,161,True
5632,24,True
5633,60,True
5634,86,True
5635,86,True
5636,86,True
5637,86,True
5638,86,True
5639,86,True
5640,37,True
5641,42,True
5642,37,True
5643,86,True
5644,37,True
5645,37,True
5646,60,True
5647,60,True
5648,130,True
5649,37,True
5650,86,True
5651,86,True
5652,130,True
5653,130,True
5654,112,True
5655,112,True
5656,130,True
5657,112,True
5658,130,True
5659,68,True
5660,37,True
5661,37,True
5662,37,True
5663,86,True
5664,37,True
5665,130,True
5666,130,True
5667,130,True
5668,81,True
5669,81,True
5670,81,True
5671,81,True
5672,37,True
5673,205,True
5674,37,True
5675,130,True
5676,130,True
5677,130,True
5678,130,True
5679,161,True
5680,37,True
5681,81,True
5682,81,True
5683,81,True
5684,37,True
5685,37,True
5686,174,True
5687,174,True
5688,68,True
5689,130,True
5690,68,True
5691,174,True
5692,68,True
5693,68,True
5694,174,True
5695,174,True
5696,37,True
5697,68,True
5698,68,True
5699,68,True
5700,29,True
5701,29,True
5702,29,True
5703,55,True
5704,29,True
5705,81,True
5706,29,True
5707,29,True
5708,29,True
5709,29,True
5710,130,True
5711,130,True
5712,37,True
5713,174,True
5714,174,True
5715,174,True
5716,37,True
5717,37,True
5718,81,True
5719,81,True
5720,29,True
5721,81,True
5722,29,True
5723,174,True
5724,29,True
5725,29,True
5726,81,True
5727,81,True
5728,37,True
5729,29,True
5730,29,True
5731,29,True
5732,29,True
5733,29,True
5734,29,True
5735,174,True
5736,37,True
5737,112,True
5738,37,True
5739,174,True
5740,81,True
5741,81,True
5742,81,True
5743,81,True
5744,55,True
5745,37,True
5746,174,True
5747,174,True
5748,55,True
5749,55,True
5750,55,True
5751,55,True
5752,55,True
5753,130,True
5754,55,True
5755,55,True
5756,130,True
5757,130,True
5758,130,True
5759,112,True
5760,24,True
5761,174,True
5762,37,True
5763,37,True
5764,143,True
5765,143,True
5766,143,True
5767,55,True
5768,50,True
5769,174,True
5770,50,True
5771,143,True
5772,50,True
5773,50,True
5774,130,True
5775,130,True
5776,50,True
5777,143,True
5778,143,True
5779,143,True
5780,50,True
5781,50,True
5782,50,True
5783,50,True
5784,50,True
5785,81,True
5786,50,True
5787,81,True
5788,55,True
5789,55,True
5790,55,True
5791,112,True
5792,24,True
5793,55,True
5794,143,True
5795,143,True
5796,143,True
5797,143,True
5798,143,True
5799,205,True
5800,24,True
5801,81,True
5802,24,True
5803,174,True
5804,143,True
5805,143,True
5806,143,True
5807,112,True
5808,50,True
5809,50,True
5810,50,True
5811,50,True
5812,50,True
5813,50,True
5814,143,True
5815,143,True
5816,50,True
5817,143,True
5818,50,True
5819,143,True
5820,143,True
5821,143,True
5822,143,True
5823,143,True
5824,99,True
5825,50,True
5826,112,True
5827,112,True
5828,37,True
5829,37,True
5830,37,True
5831,50,True
5832,37,True
5833,81,True
5834,37,True
5835,81,True
5836,37,True
5837,37,True
5838,218,True
5839,218,True
5840,99,True
5841,81,True
5842,81,True
5843,81,True
5844,99,True
5845,99,True
5846,143,True
5847,143,True
5848,143,True
5849,143,True
5850,143,True
5851,143,True
5852,143,True
5853,143,True
5854,174,True
5855,174,True
5856,99,True
5857,143,True
5858,99,True
5859,99,True
5860,37,True
5861,37,True
5862,37,True
5863,130,True
5864,99,True
5865,104,True
5866,99,True
5867,81,True
5868,143,True
5869,143,True
5870,143,True
5871,81,True
5872,50,True
5873,99,True
5874,55,True
5875,55,True
5876,50,True
5877,50,True
5878,81,True
5879,81,True
5880,50,True
5881,50,True
5882,50,True
5883,143,True
5884,174,True
5885,174,True
5886,174,True
5887,125,True
5888,24,True
5889,99,True
5890,81,True
5891,81,True
5892,99,True
5893,99,True
5894,99,True
5895,81,True
5896,143,True
5897,81,True
5898,143,True
5899,50,True
5900,143,True
5901,143,True
5902,99,True
5903,99,True
5904,24,True
5905,143,True
5906,125,True
5907,125,True
5908,24,True
5909,24,True
5910,143,True
5911,143,True
5912,24,True
5913,81,True
5914,24,True
5915,174,True
5916,99,True
5917,99,True
5918,99,True
5919,174,True
5920,50,True
5921,187,True
5922,37,True
5923,37,True
5924,37,True
5925,37,True
5926,37,True
5927,73,True
5928,50,True
5929,187,True
5930,50,True
5931,37,True
5932,143,True
5933,143,True
5934,143,True
5935,99,True
5936,50,True
5937,143,True
5938,143,True
5939,143,True
5940,50,True
5941,50,True
5942,50,True
5943,50,True
5944,99,True
5945,50,True
5946,99,True
5947,143,True
5948,99,True
5949,99,True
5950,50,True
5951,50,True
5952,24,True
5953,50,True
5954,143,True
5955,143,True
5956,50,True
5957,50,True
5958,50,True
5959,125,True
5960,94,True
5961,50,True
5962,94,True
5963,50,True
5964,94,True
5965,94,True
5966,143,True
5967,143,True
5968,24,True
5969,94,True
5970,143,True
5971,143,True
5972,24,True
5973,24,True
5974,50,True
5975,50,True
5976,50,True
5977,50,True
5978,50,True
5979,55,True
5980,50,True
5981,50,True
5982,50,True
5983,50,True
5984,50,True
5985,94,True
5986,50,True
5987,50,True
5988,50,True
5989,50,True
5990,50,True
5991,94,True
5992,50,True
5993,81,True
5994,50,True
5995,81,True
5996,50,True
5997,50,True
5998,50,True
5999,187,True
6000,50,True
6001,50,True
6002,42,True
6003,42,True
6004,50,True
6005,50,True
6006,42,True
6007,42,True
6008,143,True
6009,94,True
6010,143,True
6011,42,True
6012,143,True
6013,143,True
6014,156,True
6015,156,True
6016,112,True
6017,187,True
6018,42,True
6019,42,True
6020,42,True
6021,42,True
6022,42,True
6023,42,True
6024,24,True
6025,94,True
6026,24,True
6027,187,True
6028,24,True
6029,24,True
6030,94,True
6031,94,True
6032,68,True
6033,42,True
6034,42,True
6035,42,True
6036,68,True
6037,68,True
6038,68,True
6039,68,True
6040,68,True
6041,68,True
6042,68,True
6043,125,True
6044,94,True
6045,94,True
6046,94,True
6047,94,True
6048,112,True
6049,68,True
6050,68,True
6051,68,True
6052,68,True
6053,68,True
6054,68,True
6055,94,True
6056,112,True
6057,187,True
6058,112,True
6059,143,True
6060,143,True
6061,143,True
6062,143,True
6063,143,True
6064,63,True
6065,24,True
6066,24,True
6067,24,True
6068,63,True
6069,63,True
6070,156,True
6071,156,True
6072,63,True
6073,63,True
6074,63,True
6075,63,True
6076,156,True
6077,156,True
6078,156,True
6079,68,True
6080,112,True
6081,63,True
6082,156,True
6083,156,True
6084,112,True
6085,112,True
6086,112,True
6087,156,True
6088,37,True
6089,63,True
6090,37,True
6091,37,True
6092,37,True
6093,37,True
6094,63,True
6095,63,True
6096,112,True
6097,37,True
6098,125,True
6099,125,True
6100,112,True
6101,112,True
6102,156,True
6103,156,True
6104,156,True
6105,112,True
6106,156,True
6107,156,True
6108,156,True
6109,156,True
6110,94,True
6111,94,True
6112,50,True
6113,156,True
6114,112,True
6115,112,True
6116,63,True
6117,63,True
6118,63,True
6119,63,True
6120,50,True
6121,174,True
6122,50,True
6123,187,True
6124,63,True
6125,63,True
6126,63,True
6127,63,True
6128,50,True
6129,50,True
6130,156,True
