n,Length to reach n,check
2135,64,True
2136,25,True
2137,64,True
2138,25,True
2139,77,True
2140,25,True
2141,25,True
2142,170,True
2143,170,True
2144,33,True
2145,77,True
2146,25,True
2147,25,True
2148,25,True
2149,25,True
2150,25,True
2151,108,True
2152,33,True
2153,77,True
2154,33,True
2155,170,True
2156,51,True
2157,51,True
2158,51,True
2159,126,True
2160,46,True
2161,33,True
2162,139,True
2163,139,True
2164,46,True
2165,46,True
2166,139,True
2167,139,True
2168,46,True
2169,77,True
2170,46,True
2171,51,True
2172,139,True
2173,139,True
2174,139,True
2175,77,True
2176,20,True
2177,139,True
2178,46,True
2179,46,True
2180,46,True
2181,46,True
2182,46,True
2183,139,True
2184,33,True
2185,108,True
2186,33,True
2187,77,True
2188,33,True
2189,33,True
2190,77,True
2191,77,True
2192,95,True
2193,139,True
2194,139,True
2195,139,True
2196,95,True
2197,95,True
2198,33,True
2199,33,True
2200,95,True
2201,139,True
2202,95,True
2203,51,True
2204,46,True
2205,46,True
2206,46,True
2207,170,True
2208,20,True
2209,77,True
2210,95,True
2211,95,True
2212,139,True
2213,139,True
2214,139,True
2215,121,True
2216,20,True
2217,77,True
2218,20,True
2219,95,True
2220,33,True
2221,33,True
2222,33,True
2223,183,True
2224,46,True
2225,139,True
2226,139,True
2227,139,True
2228,46,True
2229,46,True
2230,95,True
2231,95,True
2232,46,True
2233,139,True
2234,46,True
2235,46,True
2236,90,True
2237,90,True
2238,90,True
2239,139,True
2240,20,True
2241,46,True
2242,46,True
2243,46,True
2244,46,True
2245,46,True
2246,46,True
2247,77,True
2248,46,True
2249,46,True
2250,46,True
2251,38,True
2252,46,True
2253,46,True
2254,139,True
2255,139,True
2256,20,True
2257,38,True
2258,38,True
2259,38,True
2260,20,True
2261,20,True
2262,38,True
2263,38,True
2264,64,True
2265,64,True
2266,64,True
2267,90,True
2268,64,True
2269,64,True
2270,64,True
2271,64,True
2272,108,True
2273,139,True
2274,20,True
2275,20,True
2276,59,True
2277,59,True
2278,59,True
2279,152,True
2280,108,True
2281,152,True
2282,108,True
2283,59,True
2284,33,True
2285,33,True
2286,33,True
2287,121,True
2288,108,True
2289,108,True
2290,152,True
2291,152,True
2292,108,True
2293,108,True
2294,59,True
2295,59,True
2296,46,True
2297,59,True
2298,46,True
2299,152,True
2300,46,True
2301,46,True
2302,59,True
2303,59,True
2304,28,True
2305,108,True
2306,152,True
2307,152,True
2308,33,True
2309,33,True
2310,33,True
2311,152,True
2312,33,True
2313,108,True
2314,33,True
2315,108,True
2316,33,True
2317,33,True
2318,59,True
2319,59,True
2320,121,True
2321,33,True
2322,183,True
2323,183,True
2324,121,True
2325,121,True
2326,152,True
2327,152,True
2328,121,True
2329,152,True
2330,121,True
2331,108,True
2332,33,True
2333,33,True
2334,33,True
2335,90,True
2336,121,True
2337,59,True
2338,59,True
2339,59,True
2340,59,True
2341,59,True
2342,59,True
2343,152,True
2344,121,True
2345,152,True
2346,121,True
2347,108,True
2348,121,True
2349,121,True
2350,121,True
2351,59,True
2352,121,True
2353,33,True
2354,33,True
2355,33,True
2356,121,True
2357,121,True
2358,59,True
2359,59,True
2360,59,True
2361,59,True
2362,59,True
2363,59,True
2364,59,True
2365,59,True
2366,90,True
2367,90,True
2368,28,True
2369,121,True
2370,152,True
2371,152,True
2372,77,True
2373,77,True
2374,77,True
2375,165,True
2376,77,True
2377,51,True
2378,77,True
2379,77,True
2380,77,True
2381,77,True
2382,51,True
2383,51,True
2384,28,True
2385,103,True
2386,103,True
2387,103,True
2388,28,True
2389,28,True
2390,121,True
2391,121,True
2392,121,True
2393,72,True
2394,121,True
2395,33,True
2396,121,True
2397,121,True
2398,72,True
2399,72,True
2400,20,True
2401,165,True
2402,59,True
2403,59,True
2404,59,True
2405,59,True
2406,59,True
2407,72,True
2408,20,True
2409,121,True
2410,20,True
2411,165,True
2412,72,True
2413,72,True
2414,72,True
2415,121,True
2416,20,True
2417,20,True
2418,59,True
2419,59,True
2420,20,True
2421,20,True
2422,72,True
2423,72,True
2424,46,True
2425,165,True
2426,46,True
2427,121,True
2428,46,True
2429,46,True
2430,165,True
2431,165,True
2432,28,True
2433,46,True
2434,134,True
2435,134,True
2436,134,True
2437,134,True
2438,134,True
2439,134,True
2440,41,True
2441,72,True
2442,41,True
2443,46,True
2444,41,True
2445,41,True
2446,134,True
2447,134,True
2448,41,True
2449,134,True
2450,134,True
2451,134,True
2452,41,True
2453,41,True
2454,134,True
2455,134,True
2456,41,True
2457,134,True
2458,41,True
2459,103,True
2460,72,True
2461,72,True
2462,72,True
2463,209,True
2464,28,True
2465,72,True
2466,134,True
2467,134,True
2468,134,True
2469,134,True
2470,134,True
2471,134,True
2472,28,True
2473,121,True
2474,28,True
2475,72,True
2476,134,True
2477,134,True
2478,134,True
2479,46,True
2480,90,True
2481,41,True
2482,41,True
2483,41,True
2484,90,True
2485,90,True
2486,72,True
2487,72,True
2488,90,True
2489,41,True
2490,90,True
2491,103,True
2492,134,True
2493,134,True
2494,134,True
2495,72,True
2496,41,True
2497,90,True
2498,178,True
2499,178,True
2500,28,True
2501,28,True
2502,28,True
2503,64,True
2504,134,True
2505,90,True
2506,134,True
2507,41,True
2508,134,True
2509,134,True
2510,90,True
2511,90,True
2512,41,True
2513,134,True
2514,41,True
2515,41,True
2516,41,True
2517,41,True
2518,85,True
2519,85,True
2520,41,True
2521,41,True
2522,41,True
2523,134,True
2524,41,True
2525,41,True
2526,178,True
2527,178,True
2528,41,True
2529,72,True
2530,41,True
2531,41,True
2532,33,True
2533,33,True
2534,33,True
2535,85,True
2536,41,True
2537,134,True
2538,41,True
2539,178,True
2540,33,True
2541,33,True
2542,33,True
2543,178,True
2544,59,True
2545,41,True
2546,33,True
2547,33,True
2548,59,True
2549,59,True
2550,85,True
2551,85,True
2552,59,True
2553,178,True
2554,59,True
2555,59,True
2556,134,True
2557,134,True
2558,134,True
2559,116,True
2560,15,True
2561,147,True
2562,54,True
2563,54,True
2564,54,True
2565,54,True
2566,54,True
2567,147,True
2568,28,True
2569,54,True
2570,28,True
2571,54,True
2572,28,True
2573,28,True
2574,147,True
2575,147,True
2576,103,True
2577,28,True
2578,147,True
2579,147,True
2580,103,True
2581,103,True
2582,54,True
2583,54,True
2584,103,True
2585,54,True
2586,103,True
2587,147,True
2588,41,True
2589,41,True
2590,41,True
2591,54,True
2592,28,True
2593,41,True
2594,103,True
2595,103,True
2596,147,True
2597,147,True
2598,147,True
2599,147,True
2600,28,True
2601,178,True
2602,28,True
2603,103,True
2604,103,True
2605,103,True
2606,103,True
2607,85,True
2608,28,True
2609,54,True
2610,54,True
2611,54,True
2612,28,True
2613,28,True
2614,178,True
2615,178,True
2616,147,True
2617,85,True
2618,147,True
2619,103,True
2620,147,True
2621,147,True
2622,103,True
2623,103,True
2624,116,True
2625,28,True
2626,28,True
2627,28,True
2628,54,True
2629,54,True
2630,54,True
2631,191,True
2632,54,True
2633,41,True
2634,54,True
2635,54,True
2636,54,True
2637,54,True
2638,147,True
2639,147,True
2640,116,True
2641,103,True
2642,103,True
2643,103,True
2644,116,True
2645,116,True
2646,54,True
2647,54,True
2648,28,True
2649,98,True
2650,28,True
2651,147,True
2652,28,True
2653,28,True
2654,54,True
2655,54,True
2656,116,True
2657,54,True
2658,54,True
2659,54,True
2660,54,True
2661,54,True
2662,54,True
2663,85,True
2664,116,True
2665,54,True
2666,116,True
2667,46,True
2668,147,True
2669,147,True
2670,147,True
2671,46,True
2672,72,True
2673,116,True
2674,46,True
2675,46,True
2676,72,True
2677,72,True
2678,28,True
2679,28,True
2680,72,True
2681,46,True
2682,72,True
2683,72,True
2684,98,True
2685,98,True
2686,98,True
2687,98,True
2688,15,True
2689,72,True
2690,116,True
2691,116,True
2692,67,True
2693,67,True
2694,67,True
2695,28,True
2696,116,True
2697,160,True
2698,116,True
2699,67,True
2700,116,True
2701,116,True
2702,160,True
2703,160,True
2704,54,True
2705,41,True
2706,41,True
2707,41,True
2708,54,True
2709,54,True
2710,116,True
2711,116,True
2712,54,True
2713,160,True
2714,54,True
2715,98,True
2716,67,True
2717,67,True
2718,67,True
2719,67,True
2720,15,True
2721,67,True
2722,54,True
2723,54,True
2724,67,True
2725,67,True
2726,67,True
2727,129,True
2728,15,True
2729,160,True
2730,15,True
2731,116,True
2732,41,True
2733,41,True
2734,41,True
2735,160,True
2736,129,True
2737,41,True
2738,41,True
2739,41,True
2740,129,True
2741,129,True
2742,116,True
2743,116,True
2744,129,True
2745,41,True
2746,129,True
2747,67,True
2748,41,True
2749,41,True
2750,41,True
2751,173,True
2752,36,True
2753,129,True
2754,160,True
2755,160,True
2756,129,True
2757,129,True
2758,129,True
2759,160,True
2760,129,True
2761,129,True
2762,129,True
2763,41,True
2764,129,True
2765,129,True
2766,98,True
2767,98,True
2768,36,True
2769,67,True
2770,67,True
2771,67,True
2772,36,True
2773,36,True
2774,67,True
2775,67,True
2776,129,True
2777,129,True
2778,129,True
2779,160,True
2780,129,True
2781,129,True
2782,116,True
2783,116,True
2784,36,True
2785,67,True
2786,36,True
2787,36,True
2788,129,True
2789,129,True
2790,129,True
2791,67,True
2792,36,True
2793,111,True
2794,36,True
2795,67,True
2796,67,True
2797,67,True
2798,67,True
2799,67,True
2800,85,True
2801,36,True
2802,98,True
2803,98,True
2804,85,True
2805,85,True
2806,129,True
2807,129,True
2808,85,True
2809,160,True
2810,85,True
2811,59,True
2812,173,True
2813,173,True
2814,173,True
2815,160,True
2816,23,True
2817,85,True
2818,85,True
2819,85,True
2820,36,True
2821,36,True
2822,36,True
2823,59,True
2824,129,True
2825,85,True
2826,129,True
2827,111,True
2828,129,True
2829,129,True
2830,36,True
2831,36,True
2832,36,True
2833,129,True
2834,80,True
2835,80,True
2836,36,True
2837,36,True
2838,129,True
2839,129,True
2840,36,True
2841,80,True
2842,36,True
2843,173,True
2844,67,True
2845,67,True
2846,67,True
2847,173,True
2848,36,True
2849,67,True
2850,28,True
2851,28,True
2852,28,True
2853,28,True
2854,28,True
2855,129,True
2856,36,True
2857,173,True
2858,36,True
2859,80,True
2860,28,True
2861,28,True
2862,28,True
2863,80,True
2864,36,True
2865,28,True
2866,28,True
2867,28,True
2868,36,True
2869,36,True
2870,80,True
2871,80,True
2872,54,True
2873,173,True
2874,54,True
2875,54,True
2876,54,True
2877,54,True
2878,129,True
2879,129,True
2880,23,True
2881,36,True
2882,142,True
2883,142,True
2884,49,True
2885,49,True
2886,49,True
2887,129,True
2888,49,True
2889,142,True
2890,49,True
2891,49,True
2892,49,True
2893,49,True
2894,54,True
2895,54,True
2896,23,True
2897,142,True
2898,142,True
2899,142,True
2900,23,True
2901,23,True
2902,142,True
2903,142,True
2904,49,True
2905,49,True
2906,49,True
2907,142,True
2908,49,True
2909,49,True
2910,142,True
2911,142,True
2912,98,True
2913,111,True
2914,36,True
2915,36,True
2916,36,True
2917,36,True
2918,36,True
2919,217,True
2920,98,True
2921,80,True
2922,98,True
2923,142,True
2924,142,True
2925,142,True
2926,142,True
2927,173,True
2928,98,True
2929,98,True
2930,36,True
2931,36,True
2932,98,True
2933,98,True
2934,142,True
2935,142,True
2936,49,True
2937,54,True
2938,49,True
2939,80,True
2940,49,True
2941,49,True
2942,173,True
2943,173,True
2944,23,True
2945,80,True
2946,98,True
2947,98,True
2948,142,True
2949,142,True
2950,142,True
2951,98,True
2952,23,True
2953,124,True
2954,23,True
2955,142,True
2956,23,True
2957,23,True
2958,98,True
2959,98,True
2960,49,True
2961,36,True
2962,36,True
2963,36,True
2964,49,True
2965,49,True
2966,142,True
2967,142,True
2968,49,True
2969,142,True
2970,49,True
2971,49,True
2972,98,True
2973,98,True
2974,98,True
2975,49,True
2976,23,True
2977,142,True
2978,49,True
2979,49,True
2980,93,True
2981,93,True
2982,93,True
2983,142,True
2984,23,True
2985,142,True
2986,23,True
2987,49,True
2988,49,True
2989,49,True
2990,49,True
2991,49,True
2992,49,True
2993,49,True
2994,49,True
2995,49,True
2996,49,True
2997,49,True
2998,49,True
2999,49,True
3000,49,True
3001,41,True
3002,49,True
3003,41,True
3004,142,True
3005,142,True
3006,142,True
3007,155,True
3008,111,True
3009,41,True
3010,41,True
3011,41,True
3012,23,True
3013,23,True
3014,23,True
3015,93,True
3016,67,True
3017,41,True
3018,67,True
3019,67,True
3020,67,True
3021,67,True
3022,93,True
3023,93,True
3024,111,True
3025,67,True
3026,67,True
3027,67,True
3028,111,True
3029,111,True
3030,142,True
3031,142,True
3032,62,True
3033,23,True
3034,62,True
3035,155,True
3036,62,True
3037,62,True
3038,155,True
3039,155,True
3040,111,True
3041,155,True
3042,111,True
3043,111,True
3044,36,True
3045,36,True
3046,36,True
3047,62,True
3048,111,True
3049,124,True
3050,111,True
3051,155,True
3052,155,True
3053,155,True
3054,155,True
3055,93,True
3056,49,True
3057,111,True
3058,62,True
3059,62,True
3060,49,True
3061,49,True
3062,62,True
3063,62,True
3064,49,True
3065,155,True
3066,49,True
3067,62,True
3068,62,True
3069,62,True
3070,62,True
3071,155,True
3072,18,True
3073,111,True
3074,155,True
3075,155,True
3076,36,True
3077,36,True
3078,36,True
3079,155,True
3080,36,True
3081,155,True
3082,36,True
3083,36,True
3084,36,True
3085,36,True
3086,111,True
3087,111,True
3088,124,True
3089,36,True
3090,62,True
3091,62,True
3092,124,True
3093,124,True
3094,36,True
3095,36,True
3096,124,True
3097,186,True
3098,124,True
3099,137,True
3100,155,True
3101,155,True
3102,155,True
3103,93,True
3104,124,True
3105,155,True
3106,124,True
3107,124,True
3108,36,True
3109,36,True
3110,36,True
3111,36,True
3112,124,True
3113,93,True
3114,124,True
3115,62,True
3116,62,True
3117,62,True
3118,62,True
3119,49,True
3120,124,True
3121,62,True
3122,62,True
3123,62,True
3124,124,True
3125,124,True
3126,155,True
3127,155,True
3128,124,True
3129,111,True
3130,124,True
3131,111,True
3132,124,True
3133,124,True
3134,62,True
3135,62,True
3136,31,True
3137,36,True
3138,36,True
3139,36,True
3140,124,True
3141,124,True
3142,124,True
3143,106,True
3144,62,True
3145,62,True
3146,62,True
3147,124,True
3148,62,True
3149,62,True
3150,62,True
3151,62,True
3152,31,True
3153,62,True
3154,93,True
3155,93,True
3156,31,True
3157,31,True
3158,124,True
3159,124,True
3160,80,True
3161,155,True
3162,80,True
3163,54,True
3164,80,True
3165,80,True
3166,168,True
3167,168,True
3168,31,True
3169,54,True
3170,80,True
3171,80,True
3172,80,True
3173,80,True
3174,80,True
3175,199,True
3176,31,True
3177,54,True
3178,31,True
3179,80,True
3180,106,True
3181,106,True
3182,106,True
3183,62,True
3184,124,True
3185,31,True
3186,124,True
3187,124,True
3188,124,True
3189,124,True
3190,75,True
3191,75,True
3192,124,True
3193,36,True
3194,124,True
3195,75,True
3196,75,True
3197,75,True
3198,75,True
3199,168,True
3200,31,True
3201,168,True
3202,62,True
3203,62,True
3204,62,True
3205,62,True
3206,62,True
3207,49,True
3208,23,True
3209,75,True
3210,23,True
3211,124,True
3212,23,True
3213,23,True
3214,168,True
3215,168,True
3216,23,True
3217,75,True
3218,75,True
3219,75,True
3220,23,True
3221,23,True
3222,23,True
3223,23,True
3224,23,True
3225,62,True
3226,23,True
3227,106,True
3228,75,True
3229,75,True
3230,75,True
3231,168,True
3232,31,True
3233,168,True
3234,49,True
3235,49,True
3236,49,True
3237,49,True
3238,49,True
3239,124,True
3240,31,True
3241,168,True
3242,31,True
3243,49,True
3244,137,True
3245,137,True
3246,137,True
3247,49,True
3248,44,True
3249,137,True
3250,137,True
3251,137,True
3252,44,True
3253,44,True
3254,75,True
3255,75,True
3256,44,True
3257,49,True
3258,44,True
3259,49,True
3260,137,True
3261,137,True
3262,137,True
3263,75,True
3264,31,True
3265,137,True
3266,137,True
3267,137,True
3268,44,True
3269,44,True
3270,44,True
3271,137,True
3272,44,True
3273,137,True
3274,44,True
3275,137,True
3276,44,True
3277,44,True
3278,106,True
3279,106,True
3280,31,True
3281,75,True
3282,75,True
3283,75,True
3284,31,True
3285,31,True
3286,75,True
3287,75,True
3288,137,True
3289,137,True
3290,137,True
3291,137,True
3292,137,True
3293,137,True
3294,137,True
3295,137,True
3296,93,True
3297,124,True
3298,31,True
3299,31,True
3300,137,True
3301,137,True
3302,137,True
3303,75,True
3304,93,True
3305,49,True
3306,93,True
3307,75,True
3308,44,True
3309,44,True
3310,44,True
3311,168,True
3312,93,True
3313,93,True
3314,75,True
3315,75,True
3316,93,True
3317,93,True
3318,44,True
3319,44,True
3320,137,True
3321,106,True
3322,137,True
3323,119,True
3324,137,True
3325,137,True
3326,75,True
3327,75,True
3328,18,True
3329,93,True
3330,181,True
3331,181,True
3332,31,True
3333,31,True
3334,31,True
3335,181,True
3336,137,True
3337,67,True
3338,137,True
3339,93,True
3340,137,True
3341,137,True
3342,44,True
3343,44,True
3344,44,True
3345,137,True
3346,93,True
3347,93,True
3348,44,True
3349,44,True
3350,137,True
3351,137,True
3352,44,True
3353,44,True
3354,44,True
3355,93,True
3356,88,True
3357,88,True
3358,88,True
3359,137,True
3360,44,True
3361,44,True
3362,44,True
3363,44,True
3364,44,True
3365,44,True
3366,44,True
3367,88,True
3368,44,True
3369,181,True
3370,44,True
3371,75,True
3372,44,True
3373,44,True
3374,44,True
3375,137,True
3376,44,True
3377,36,True
3378,36,True
3379,36,True
3380,44,True
3381,44,True
3382,137,True
3383,137,True
3384,36,True
3385,181,True
3386,36,True
3387,44,True
3388,36,True
3389,36,True
3390,181,True
3391,181,True
3392,18,True
3393,44,True
3394,36,True
3395,36,True
3396,62,True
3397,62,True
3398,62,True
3399,119,True
3400,62,True
3401,88,True
3402,62,True
3403,62,True
3404,62,True
3405,62,True
3406,62,True
3407,62,True
3408,18,True
3409,137,True
3410,137,True
3411,137,True
3412,18,True
3413,18,True
3414,150,True
3415,150,True
3416,57,True
3417,57,True
3418,57,True
3419,150,True
3420,57,True
3421,57,True
3422,150,True
3423,150,True
3424,106,True
3425,57,True
3426,31,True
3427,31,True
3428,31,True
3429,31,True
3430,31,True
3431,119,True
3432,106,True
3433,150,True
3434,106,True
3435,150,True
3436,150,True
3437,150,True
3438,150,True
3439,150,True
3440,106,True
3441,106,True
3442,57,True
3443,57,True
3444,106,True
3445,106,True
3446,57,True
3447,57,True
3448,44,True
3449,150,True
3450,44,True
3451,57,True
3452,44,True
3453,44,True
3454,57,True
3455,57,True
3456,119,True
3457,44,True
3458,106,True
3459,106,True
3460,150,True
3461,150,True
3462,150,True
3463,106,True
3464,31,True
3465,150,True
3466,31,True
3467,150,True
3468,31,True
3469,31,True
3470,106,True
3471,106,True
3472,31,True
3473,106,True
3474,106,True
3475,106,True
3476,31,True
3477,31,True
3478,57,True
3479,57,True
3480,31,True
3481,57,True
3482,31,True
3483,88,True
3484,181,True
3485,181,True
3486,181,True
3487,132,True
3488,119,True
3489,88,True
3490,150,True
3491,150,True
3492,150,True
3493,150,True
3494,150,True
3495,57,True
3496,119,True
3497,106,True
3498,119,True
3499,132,True
3500,31,True
3501,31,True
3502,31,True
3503,88,True
3504,57,True
3505,57,True
3506,57,True
3507,57,True
3508,57,True
3509,57,True
3510,44,True
3511,44,True
3512,57,True
3513,57,True
3514,57,True
3515,150,True
3516,150,True
3517,150,True
3518,150,True
3519,80,True
3520,119,True
3521,106,True
3522,106,True
3523,106,True
3524,119,True
3525,119,True
3526,119,True
3527,57,True
3528,31,True
3529,57,True
3530,31,True
3531,101,True
3532,31,True
3533,31,True
3534,150,True
3535,150,True
3536,119,True
3537,31,True
3538,57,True
3539,57,True
3540,119,True
3541,119,True
3542,57,True
3543,57,True
3544,57,True
3545,57,True
3546,57,True
3547,57,True
3548,57,True
3549,57,True
3550,88,True
3551,88,True
3552,75,True
3553,57,True
3554,119,True
3555,119,True
3556,150,True
3557,150,True
3558,150,True
3559,49,True
3560,75,True
3561,49,True
3562,75,True
3563,163,True
3564,49,True
3565,49,True
3566,49,True
3567,194,True
3568,75,True
3569,75,True
3570,31,True
3571,31,True
3572,75,True
3573,75,True
3574,49,True
3575,49,True
3576,101,True
3577,75,True
3578,101,True
3579,75,True
3580,101,True
3581,101,True
3582,101,True
3583,101,True
3584,26,True
3585,75,True
3586,119,True
3587,119,True
3588,70,True
3589,70,True
3590,70,True
3591,150,True
3592,119,True
3593,31,True
3594,119,True
3595,70,True
3596,119,True
3597,119,True
3598,70,True
3599,70,True
3600,57,True
3601,119,True
3602,163,True
3603,163,True
3604,57,True
3605,57,True
3606,44,True
3607,44,True
3608,57,True
3609,44,True
3610,57,True
3611,70,True
3612,119,True
3613,119,True
3614,119,True
3615,70,True
3616,18,True
3617,163,True
3618,57,True
3619,57,True
3620,70,True
3621,70,True
3622,70,True
3623,119,True
3624,18,True
3625,70,True
3626,18,True
3627,57,True
3628,57,True
3629,57,True
3630,57,True
3631,101,True
3632,18,True
3633,70,True
3634,70,True
3635,70,True
3636,18,True
3637,18,True
3638,163,True
3639,163,True
3640,44,True
3641,119,True
3642,44,True
3643,163,True
3644,44,True
3645,44,True
3646,163,True
3647,163,True
3648,39,True
3649,44,True
3650,44,True
3651,44,True
3652,132,True
3653,132,True
3654,132,True
3655,119,True
3656,132,True
3657,119,True
3658,132,True
3659,132,True
3660,132,True
3661,132,True
3662,70,True
3663,70,True
3664,39,True
3665,44,True
3666,44,True
3667,44,True
3668,39,True
3669,39,True
3670,132,True
3671,132,True
3672,132,True
3673,163,True
3674,132,True
3675,101,True
3676,132,True
3677,132,True
3678,163,True
3679,163,True
3680,39,True
3681,132,True
3682,132,True
3683,132,True
3684,132,True
3685,132,True
3686,132,True
3687,44,True
3688,39,True
3689,101,True
3690,39,True
3691,70,True
3692,70,True
3693,70,True
3694,70,True
3695,207,True
3696,132,True
3697,39,True
3698,70,True
3699,70,True
3700,132,True
3701,132,True
3702,132,True
3703,132,True
3704,132,True
3705,163,True
3706,132,True
3707,132,True
3708,119,True
3709,119,True
3710,119,True
3711,238,True
3712,26,True
3713,70,True
3714,39,True
3715,39,True
3716,132,True
3717,132,True
3718,132,True
3719,44,True
3720,39,True
3721,70,True
3722,39,True
3723,132,True
3724,39,True
3725,39,True
3726,70,True
3727,70,True
3728,88,True
3729,70,True
3730,70,True
3731,70,True
3732,88,True
3733,88,True
3734,39,True
3735,39,True
3736,88,True
3737,101,True
3738,88,True
3739,114,True
3740,132,True
3741,132,True
3742,132,True
3743,70,True
3744,26,True
3745,163,True
3746,88,True
3747,88,True
3748,176,True
3749,176,True
3750,176,True
3751,62,True
3752,26,True
3753,163,True
3754,26,True
3755,62,True
3756,88,True
3757,88,True
3758,88,True
3759,88,True
3760,132,True
3761,39,True
3762,39,True
3763,39,True
3764,132,True
3765,132,True
3766,88,True
3767,88,True
3768,132,True
3769,114,True
3770,132,True
3771,114,True
3772,39,True
3773,39,True
3774,39,True
3775,88,True
3776,39,True
3777,132,True
3778,83,True
3779,83,True
3780,39,True
3781,39,True
3782,39,True
3783,132,True
3784,39,True
3785,132,True
3786,39,True
3787,83,True
3788,39,True
3789,39,True
3790,176,True
3791,176,True
3792,39,True
3793,70,True
3794,70,True
3795,70,True
3796,39,True
3797,39,True
3798,70,True
3799,70,True
3800,31,True
3801,31,True
3802,31,True
3803,83,True
3804,31,True
3805,31,True
3806,132,True
3807,132,True
3808,39,True
3809,176,True
3810,39,True
3811,39,True
3812,31,True
3813,31,True
3814,31,True
3815,176,True
3816,39,True
3817,83,True
3818,39,True
3819,31,True
3820,31,True
3821,31,True
3822,31,True
3823,176,True
3824,57,True
3825,39,True
3826,83,True
3827,83,True
3828,57,True
3829,57,True
3830,176,True
3831,176,True
3832,57,True
3833,57,True
3834,57,True
3835,132,True
3836,132,True
3837,132,True
3838,132,True
3839,114,True
3840,26,True
3841,39,True
3842,145,True
3843,145,True
3844,52,True
3845,52,True
3846,52,True
3847,145,True
3848,52,True
3849,132,True
3850,52,True
3851,145,True
3852,52,True
3853,52,True
3854,52,True
3855,52,True
3856,26,True
3857,52,True
3858,57,True
3859,57,True
3860,26,True
3861,26,True
3862,145,True
3863,145,True
3864,26,True
3865,145,True
3866,26,True
3867,83,True
3868,145,True
3869,145,True
3870,145,True
3871,114,True
3872,101,True
3873,52,True
3874,52,True
3875,52,True
3876,52,True
3877,52,True
3878,52,True
3879,145,True
3880,101,True
3881,145,True
3882,101,True
3883,52,True
3884,39,True
3885,39,True
3886,39,True
3887,52,True
3888,101,True
3889,39,True
3890,39,True
3891,39,True
3892,101,True
3893,101,True
3894,83,True
3895,83,True
3896,145,True
3897,145,True
3898,145,True
3899,145,True
3900,145,True
3901,145,True
3902,176,True
3903,176,True
3904,26,True
3905,101,True
3906,39,True
3907,39,True
3908,101,True
3909,101,True
3910,101,True
3911,83,True
3912,52,True
3913,145,True
3914,52,True
3915,101,True
3916,52,True
3917,52,True
3918,83,True
3919,83,True
3920,26,True
3921,52,True
3922,176,True
3923,176,True
3924,26,True
3925,26,True
3926,83,True
3927,83,True
3928,145,True
3929,101,True
3930,145,True
3931,83,True
3932,145,True
3933,145,True
3934,101,True
3935,101,True
3936,52,True
3937,127,True
3938,26,True
3939,26,True
3940,26,True
3941,26,True
3942,26,True
3943,176,True
3944,52,True
3945,101,True
3946,52,True
3947,189,True
3948,39,True
3949,39,True
3950,39,True
3951,75,True
3952,52,True
3953,52,True
3954,145,True
3955,145,True
3956,52,True
3957,52,True
3958,145,True
3959,145,True
3960,101,True
3961,52,True
3962,101,True
3963,52,True
3964,101,True
3965,101,True
3966,52,True
3967,52,True
3968,114,True
3969,145,True
3970,52,True
3971,52,True
3972,96,True
3973,96,True
3974,96,True
3975,52,True
3976,26,True
3977,145,True
3978,26,True
3979,96,True
3980,26,True
3981,26,True
3982,52,True
3983,52,True
3984,52,True
3985,52,True
3986,52,True
3987,52,True
3988,52,True
3989,52,True
3990,52,True
3991,52,True
3992,52,True
3993,52,True
3994,52,True
3995,83,True
3996,52,True
3997,52,True
3998,52,True
3999,189,True
4000,114,True
4001,44,True
4002,52,True
4003,52,True
4004,145,True
4005,145,True
4006,145,True
4007,44,True
4008,114,True
4009,158,True
4010,114,True
4011,189,True
4012,44,True
4013,44,True
4014,44,True
4015,44,True
4016,70,True
4017,26,True
4018,26,True
4019,26,True
4020,70,True
4021,70,True
4022,44,True
4023,44,True
4024,70,True
4025,70,True
4026,70,True
4027,70,True
4028,96,True
4029,96,True
4030,96,True
4031,96,True
4032,114,True
4033,70,True
4034,70,True
4035,70,True
4036,114,True
4037,114,True
4038,114,True
4039,145,True
4040,65,True
4041,145,True
4042,65,True
4043,26,True
4044,65,True
4045,65,True
4046,158,True
4047,158,True
4048,114,True
4049,65,True
4050,158,True
4051,158,True
4052,114,True
4053,114,True
4054,158,True
4055,158,True
4056,39,True
4057,114,True
4058,39,True
4059,65,True
4060,39,True
4061,39,True
4062,65,True
4063,65,True
4064,52,True
4065,127,True
4066,114,True
4067,114,True
4068,158,True
4069,158,True
4070,158,True
4071,158,True
4072,52,True
4073,96,True
4074,52,True
4075,158,True
4076,65,True
4077,65,True
4078,65,True
4079,65,True
4080,52,True
4081,52,True
4082,65,True
4083,65,True
4084,52,True
4085,52,True
4086,158,True
4087,158,True
4088,65,True
4089,65,True
4090,65,True
4091,127,True
4092,65,True
4093,65,True
4094,158,True
4095,158,True
4096,13,True
4097,114,True
4098,158,True
4099,158,True
4100,39,True
4101,39,True
4102,39,True
4103,158,True
4104,39,True
4105,158,True
4106,39,True
4107,39,True
4108,39,True
4109,39,True
4110,39,True
4111,39,True
4112,127,True
4113,39,True
4114,114,True
4115,114,True
4116,127,True
4117,127,True
4118,39,True
4119,39,True
4120,127,True
4121,65,True
4122,127,True
4123,96,True
4124,39,True
4125,39,True
4126,39,True
4127,171,True
4128,127,True
4129,189,True
4130,127,True
4131,127,True
4132,158,True
